smiles,pIC50,IC50_nM,source,activity_type,chembl_id,MW,LogP,HBD,HBA
Nc1nnc(-c2ccc3[nH]cc(-c4ccc5cn[nH]c5c4)c3c2)s1,7.234108023569984,58.33,ChEMBL_IC50,IC50,,332.39,3.81,3,5
CC(C)Nc1cncc(-c2c[nH]c3ccc(-c4nc(N)ns4)cc23)n1,7.231361898752385,58.7,ChEMBL_IC50,IC50,,351.44,3.55,3,7
CC(C)Nc1cncc(-c2c[nH]c3ccc(-c4nc(N)no4)cc23)n1,7.230032198670558,58.88,ChEMBL_IC50,IC50,,335.37,3.08,3,7
C[C@@H]1CN[C@@H](C)CN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,7.229147988357855,59.0,ChEMBL_IC50,IC50,,435.48,4.0,2,7
Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCCNCC4)n3)c2c1,7.229147988357855,59.0,ChEMBL_IC50,IC50,,406.44,3.76,2,5
Fc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c1,7.229147988357855,59.0,ChEMBL_IC50,IC50,,356.36,4.45,2,5
Nc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,7.229147988357855,59.0,ChEMBL_IC50,IC50,,378.46,3.17,2,7
CC(C)OC(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,7.226432951073941,59.37,ChEMBL_IC50,IC50,,541.57,5.16,3,6
CNc1nnc(-c2ccc3[nH]cc(-c4nccc(N5CCCCC5)n4)c3c2)s1,7.224025668870631,59.7,ChEMBL_IC50,IC50,,391.5,4.18,2,7
Nc1nnc(-c2ccc3[nH]cc(-c4ccccc4F)c3c2)s1,7.221921138062544,59.99,ChEMBL_IC50,IC50,,310.36,4.07,2,4
O=c1[nH]c(CNc2cccc(O)c2)nc2c1sc1ccc(Br)cc12,7.22,60.25595860743581,ChEMBL,Ki,CHEMBL584161,402.27,4.22,3,5
CC1CNC(=O)c2cc(-c3cccc4ccc(Oc5ccccc5)nc34)[nH]c21,7.214670164989233,61.0,ChEMBL_IC50,IC50,,369.42,4.87,2,3
Nc1ccc(-c2c[nH]c3ccc(-c4cncc(N5CCNCC5)n4)cc23)c(F)n1,7.214670164989233,61.0,ChEMBL_IC50,IC50,,389.44,2.82,3,6
N[C@H]1CC[C@@H](Oc2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC1,7.212539525481585,61.3,ChEMBL_IC50,IC50,,430.48,4.38,2,6
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CNC(=O)OC(C)(C)C,7.209011524911184,61.8,ChEMBL_IC50,IC50,,464.57,3.93,4,6
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1-c1ccoc1,7.208309350979882,61.9,ChEMBL_IC50,IC50,,344.37,3.48,2,4
O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(-c2cccc(C(=O)NCCN3CCCC3)c2)o1,7.207608310501747,62.0,ChEMBL_IC50,IC50,,461.95,4.92,2,4
CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@@H]3CC[C@H](O)[C@H](N)C3)n2)c1F,7.207608310501747,62.0,ChEMBL_IC50,IC50,,452.51,4.19,3,5
O=C1NCCc2[nH]c(-c3cccc4ccc(O[C@H]5CCCNC5)nc34)cc21,7.207608310501747,62.0,ChEMBL_IC50,IC50,,362.43,2.65,3,4
Cc1nc2cccc(-c3cc4c([nH]3)C3(CCOCC3)NC4=O)c2nc1NC(C)(C)C,7.20342566678957,62.6,ChEMBL_IC50,IC50,,405.5,3.89,3,5
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)c1ccncn1,7.202732459169283,62.7,ChEMBL_IC50,IC50,,399.46,3.18,3,6
CC(C)n1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,7.2,63.0957344480193,ChEMBL,Ki,CHEMBL509801,296.68,2.81,1,4
CN(C)Cc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,7.2,63.0957344480193,ChEMBL,Ki,CHEMBL572745,293.78,2.85,1,4
Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(C3(O)CCCNCC3)n2)cn1,7.2,63.0957344480193,ChEMBL,Ki,CHEMBL3959083,389.46,2.18,2,8
CCOc1cccc(-c2c[nH]c3ccc(-c4nnc(NC)s4)cc23)n1,7.1998330097986365,63.12,ChEMBL_IC50,IC50,,351.44,4.19,2,6
Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](C)[C@@H](OCCC#N)[C@@H](N)C3)ccc2F)c(F)c1,7.192938760082761,64.13,ChEMBL_IC50,IC50,,523.56,5.26,2,6
Cc1ccn(-c2cccc(-c3c[nH]c4ccc(-c5nnc(N)s5)cc34)n2)n1,7.189767482004916,64.6,ChEMBL_IC50,IC50,,373.45,3.82,2,7
Cc1nc2cccc(-c3cc4c([nH]3)CCN(C(=O)OC(C)(C)C)C4=O)c2nc1NC(C)(C)C,7.185752404268079,65.2,ChEMBL_IC50,IC50,,449.56,5.08,2,6
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1OCCC(C)(C)N,7.185086818724926,65.3,ChEMBL_IC50,IC50,,379.46,2.73,3,5
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1-c1cnccc1Cl,7.1830961606243395,65.6,ChEMBL_IC50,IC50,,389.85,3.93,2,4
Fc1ccc2nnc(-c3ccc4cccc(OCC5(F)CCNCC5)c4n3)n2c1,7.1830961606243395,65.6,ChEMBL_IC50,IC50,,395.41,3.55,1,6
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1n1ccnn1,7.182699121606679,65.66,ChEMBL_IC50,IC50,,495.56,4.41,2,8
C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CCN1,7.18111458540599,65.9,ChEMBL_IC50,IC50,,421.46,3.61,2,7
CN(C)Cc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCCN)CNC3=O)cc1,7.180456064458132,66.0,ChEMBL_IC50,IC50,,486.54,4.81,2,5
N[C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)O)oc23)CC1,7.180456064458132,66.0,ChEMBL_IC50,IC50,,353.22,3.58,3,4
CN(C)Cc1nc2c(sc3ccc(-c4cncnc4)cc32)c(=O)[nH]1,7.18,66.06934480075964,ChEMBL,Ki,CHEMBL573036,337.41,2.66,1,6
CC(C)C1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,7.173925197299173,67.0,ChEMBL_IC50,IC50,,401.51,4.35,1,6
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2nc(-c3cc(O)ccc3F)ccc2F)C1,7.173925197299173,67.0,ChEMBL_IC50,IC50,,424.45,4.36,3,5
O=C1NCCc2[nH]c(-c3cccc4ccc(Oc5cccc(Cl)c5)nc34)cc21,7.167491087293763,68.0,ChEMBL_IC50,IC50,,389.84,4.96,2,3
O=c1[nH]c(CN2CCC2)nc2c1oc1ccc(Br)cc12,7.167491087293763,68.0,ChEMBL_IC50,IC50,,334.17,2.64,1,4
O=c1[nH]c(CN2CC[C@@H](O)C2)nc2c1oc1ccc(Br)cc12,7.167491087293763,68.0,ChEMBL_IC50,IC50,,364.2,2.0,2,5
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3cc(C(F)(F)F)ccc3F)n2)C[C@@H](N)[C@@H]1O,7.167491087293763,68.0,ChEMBL_IC50,IC50,,506.48,4.89,3,5
c1cc(-c2nnc[nH]2)c2nc(Nc3ccncc3)c3ccsc3c2c1,7.167491087293763,68.0,ChEMBL_IC50,IC50,,344.4,4.37,2,6
O=C(CCN1CCCCC1)Nc1ccc(-c2nc3c(oc4ccc(Br)cc43)c(=O)[nH]2)c(Cl)c1,7.167491087293763,68.0,ChEMBL_IC50,IC50,,529.82,5.57,2,5
CC(=O)N1CCC[C@@H](Nc2nc3c(-c4cc5c([nH]4)CCNC5=O)cccc3nc2C)C1,7.164943898279883,68.4,ChEMBL_IC50,IC50,,418.5,2.64,3,5
Nc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCCCC5)n4)c3c2)s1,7.162348442153608,68.81,ChEMBL_IC50,IC50,,376.49,4.32,2,6
NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccsc3)n21,7.161150909262744,69.0,ChEMBL_IC50,IC50,,421.44,4.42,2,5
CC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,7.161150909262744,69.0,ChEMBL_IC50,IC50,,373.46,3.71,1,6
CN1CCC(NC(=O)c2ccc(-c3c(-c4cccc(OC(F)(F)F)c4)cc4n3C(CCO)CNC4=O)cc2)CC1,7.161150909262744,69.0,ChEMBL_IC50,IC50,,556.59,4.21,3,6
NCCC1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3cccc(N)c3)n21,7.161150909262744,69.0,ChEMBL_IC50,IC50,,430.43,3.94,3,5
O[C@H]1CC[C@H](Nc2ccc3nnn(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,7.161150909262744,69.0,ChEMBL_IC50,IC50,,393.37,3.43,2,7
CO[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccnc(-c3c(F)cccc3F)n2)C[C@@H]1C,7.1604591070310315,69.11,ChEMBL_IC50,IC50,,453.49,3.92,2,6
c1ccc(-c2n[nH]c3cnc(-c4cccnc4)cc23)nc1,7.16,69.18309709189363,ChEMBL,Ki,CHEMBL3634791,273.3,3.08,1,4
Nc1nccnc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,7.16,69.18309709189363,ChEMBL,Ki,CHEMBL3103857,313.37,0.63,3,7
N[C@H]1C[C@H](F)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,7.154901959985743,70.0,ChEMBL_IC50,IC50,,433.46,3.61,2,6
NC1CCCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)C1,7.154901959985743,70.0,ChEMBL_IC50,IC50,,406.44,3.89,2,5
O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,7.154901959985743,70.0,ChEMBL_IC50,IC50,,520.95,5.01,2,2
CC(=O)c1ccnc(-c2c[nH]c3ccc(-c4nnc(NC(C)C)o4)cc23)n1,7.150089441698504,70.78,ChEMBL_IC50,IC50,,362.39,3.7,2,7
NC1CCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)C1,7.1487416512809245,71.0,ChEMBL_IC50,IC50,,392.41,3.5,2,5
O=c1[nH]ccc2[nH]c(-c3cccc4ccc(Nc5ccccc5)nc34)nc12,7.1438755557577,71.8,ChEMBL_IC50,IC50,,353.39,4.21,3,4
N[C@@H]1C[C@@H](C(F)(F)F)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,7.142667503568732,72.0,ChEMBL_IC50,IC50,,483.47,4.45,2,6
N[C@@H]1CCN(Cc2nc3c(oc4ccc(Br)cc43)c(=O)[nH]2)C1,7.142667503568732,72.0,ChEMBL_IC50,IC50,,363.22,1.96,2,5
CC(C)[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,7.142667503568732,72.0,ChEMBL_IC50,IC50,,406.47,3.77,3,6
CC(=O)N[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,7.137868620686962,72.8,ChEMBL_IC50,IC50,,497.52,4.16,3,5
CC(=O)N1CC[C@H](Nc2nc3c(-c4cc5c([nH]4)CCNC5=O)cccc3nc2C)C1,7.137868620686962,72.8,ChEMBL_IC50,IC50,,404.47,2.25,3,5
CN1CCC(F)(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CC1,7.136677139879544,73.0,ChEMBL_IC50,IC50,,391.45,3.76,0,6
CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,7.136677139879544,73.0,ChEMBL_IC50,IC50,,512.1,3.8,2,5
C[C@@H]1C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@H](N)[C@@H]1C#N,7.133122185662502,73.6,ChEMBL_IC50,IC50,,465.48,4.79,2,5
N[C@H]1CCCN(c2ccncc2Nc2nnc3ccccn23)C1,7.132532512140949,73.7,ChEMBL_IC50,IC50,,309.38,1.8,2,7
COc1nccc(-c2c[nH]c3ccc(-c4nnc(NC(C)C)o4)cc23)n1,7.131943638176958,73.8,ChEMBL_IC50,IC50,,350.38,3.5,2,7
O=C(NC1CC1)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,7.130768280269024,74.0,ChEMBL_IC50,IC50,,388.86,5.07,2,4
COC(=O)[C@@H](C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C,7.130181792020672,74.1,ChEMBL_IC50,IC50,,379.42,2.19,3,6
Cc1nnc(-c2nc3cccc(-c4cc5c([nH]4)CCNC5=O)c3nc2NC(C)(C)C)o1,7.126098402135539,74.8,ChEMBL_IC50,IC50,,417.47,3.48,3,7
Cc1nc2cccc(-c3cc4c([nH]3)C(C)N(C(=O)OC(C)(C)C)C4=O)c2nc1NC(C)(C)C,7.1249387366083,75.0,ChEMBL_IC50,IC50,,449.56,5.6,2,6
CNC(=O)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2C(CCO)CNC3=O)cc1,7.1249387366083,75.0,ChEMBL_IC50,IC50,,473.45,3.75,3,5
Nc1nnc(-c2ccc3[nH]cc(-c4cccc(-c5ccc(Cl)cc5)n4)c3c2)s1,7.121995529731975,75.51,ChEMBL_IC50,IC50,,403.9,5.65,2,5
CCCOc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3[C@@H]3CC[C@H](O)[C@H](N)C3)ccc2F)c1,7.119186407719209,76.0,ChEMBL_IC50,IC50,,482.53,4.42,3,6
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2cccc(-c3cc(F)cc(F)c3F)n2)C1,7.119186407719209,76.0,ChEMBL_IC50,IC50,,426.44,4.8,2,4
FC(F)(F)Oc1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3sccc23)c(Cl)c1,7.119186407719209,76.0,ChEMBL_IC50,IC50,,461.86,6.53,2,6
CC(C)(CCN)COc1cccc2ccc(-c3nnc4ccccn34)nc12,7.116338564846382,76.5,ChEMBL_IC50,IC50,,361.45,3.7,1,6
N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4cccnc4Cl)nn23)C1,7.113509274827518,77.0,ChEMBL_IC50,IC50,,420.91,3.51,2,8
CC(C)(CO)COc1cccc2ccc(-c3nnc4ccccn34)nc12,7.113509274827518,77.0,ChEMBL_IC50,IC50,,348.41,3.34,1,6
NCCC1CNC(=O)c2cc(-c3cc(Cl)ccc3F)c(-c3ccsc3)n21,7.113509274827518,77.0,ChEMBL_IC50,IC50,,389.88,4.31,2,4
N[C@H]1C[C@@H](O)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,7.113509274827518,77.0,ChEMBL_IC50,IC50,,431.47,2.63,3,7
CC(C)Cn1cc(-c2c[nH]c3ccc(-c4nnc(N)o4)cc23)cn1,7.108016769148033,77.98,ChEMBL_IC50,IC50,,322.37,3.32,2,6
Nc1ncc(-c2ccccc2F)nc1C(=O)Nc1cnccc1N1CCNCC1,7.107905397309519,78.0,ChEMBL_IC50,IC50,,393.43,1.92,3,7
COC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,7.102372908709558,79.0,ChEMBL_IC50,IC50,,389.46,3.09,1,7
N[C@H]1CCN(c2cc(Cl)ccc2/C=C2\SC(=O)NC2=O)C1,7.102372908709558,79.0,ChEMBL_IC50,IC50,,323.81,2.2,2,5
CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nc(N)no4)cc23)n1,7.098323768673624,79.74,ChEMBL_IC50,IC50,,335.37,3.65,2,6
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(F)cc3F)n2)C1,7.096910013008056,80.0,ChEMBL_IC50,IC50,,426.44,4.8,2,4
O=C1NC(=O)/C(=C/c2ccc(C(F)(F)F)cc2)S1,7.096910013008056,80.0,ChEMBL_IC50,IC50,,273.23,3.03,1,3
c1cc2[nH]cc(-c3cncc(C4CC4)n3)c2cc1-c1nnc(N2CCCC2)o1,7.096638663744681,80.05,ChEMBL_IC50,IC50,,372.43,4.15,1,6
O=c1[nH]cnc2[nH]c(-c3cccc4ccc(Oc5ccccc5)nc34)cc12,7.095825631715837,80.2,ChEMBL_IC50,IC50,,354.37,4.26,2,4
CNc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCCC5=O)n4)c3c2)s1,7.094527938075296,80.44,ChEMBL_IC50,IC50,,390.47,3.92,2,6
Cc1cccc(C)c1Nc1ccc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,7.092051478387727,80.9,ChEMBL_IC50,IC50,,382.47,4.88,3,3
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2ccc(F)c([C@H]3CC[C@H](O)CC3)n2)C1,7.0915149811213505,81.0,ChEMBL_IC50,IC50,,412.51,3.87,3,5
Nc1ccc(-c2c[nH]c3ccc(-c4cncc(N5CCCC(N)C5)n4)cc23)c(F)n1,7.0915149811213505,81.0,ChEMBL_IC50,IC50,,403.47,3.34,3,6
c1cc(-c2n[nH]c3cnc(C4CCCO4)cc23)nc(N2CCNCC2)c1,7.09,81.28305161640995,ChEMBL,Ki,CHEMBL3634762,350.43,2.28,2,6
O=C1NC(=O)/C(=C/c2cccc(Cl)c2N2CCNCC2)S1,7.086186147616283,82.0,ChEMBL_IC50,IC50,,323.81,2.07,2,5
CCC(=C1C(=O)Nc2ccc(Cl)cc21)c1ccc(-c2cccc(C(=O)N3CCCN(C)CC3)c2)o1,7.086186147616283,82.0,ChEMBL_IC50,IC50,,490.0,5.65,1,4
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1-c1ccccc1Cl,7.086186147616283,82.0,ChEMBL_IC50,IC50,,388.86,4.54,2,3
CS(=O)(=O)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCCN)CNC3=O)cc1,7.086186147616283,82.0,ChEMBL_IC50,IC50,,507.53,4.15,2,6
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1-c1ccccc1,7.085656842880559,82.1,ChEMBL_IC50,IC50,,354.41,3.89,2,3
CNc1nnc(-c2ccc3[nH]cc(-c4ccnc(N5CCOCC5)n4)c3c2)s1,7.084125497142308,82.39,ChEMBL_IC50,IC50,,393.48,3.02,2,8
Nc1ccc(-c2c[nH]c3ccc(-c4cncc(O[C@H]5CC[C@H](N)CC5)n4)cc23)c(F)n1,7.080921907623926,83.0,ChEMBL_IC50,IC50,,418.48,4.06,3,6
Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CC(CN)C3)n2)cn1,7.08,83.17637711026708,ChEMBL,Ki,CHEMBL3913945,360.43,1.61,1,8
O=c1[nH]c(CN2CC[C@@H](O)C2)nc2c1sc1ccc(Cl)cc12,7.08,83.17637711026708,ChEMBL,Ki,CHEMBL574819,335.82,2.36,2,5
CCc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,7.08,83.17637711026708,ChEMBL,Ki,CHEMBL572556,287.39,2.76,1,4
CC(C)NC(=O)c1ccc(F)c(-c2nc(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)cs2)c1,7.076755981369724,83.8,ChEMBL_IC50,IC50,,482.59,3.66,3,7
CCO[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,7.070581074285707,85.0,ChEMBL_IC50,IC50,,459.52,3.68,2,7
CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nnco4)cc23)n1,7.068592986443426,85.39,ChEMBL_IC50,IC50,,320.35,4.07,1,5
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCCNC1=O,7.0670191780768015,85.7,ChEMBL_IC50,IC50,,390.45,1.91,4,5
COC1(COc2cc(F)cc3ccc(-c4nnc5ccccn45)nc23)CCCNCC1,7.0655015487564325,86.0,ChEMBL_IC50,IC50,,421.48,3.62,1,7
Clc1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3sccc23)cc1,7.0655015487564325,86.0,ChEMBL_IC50,IC50,,377.86,5.63,2,5
CN1CCC(CNC2=NC(=O)/C(=C/c3csc(-c4ccc(OC(F)(F)F)cc4)n3)S2)CC1,7.0655015487564325,86.0,ChEMBL_IC50,IC50,,482.55,4.61,1,7
Cc1cc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)ccc1F,7.0655015487564325,86.0,ChEMBL_IC50,IC50,,447.43,4.8,2,4
NCc1ccc(-c2nc3c(oc4ccc(Br)cc43)c(=O)[nH]2)c(Cl)c1,7.060480747381382,87.0,ChEMBL_IC50,IC50,,404.65,4.21,2,4
NCCNc1ccn2ncc(-c3ccc4ccccc4c3)c2n1,7.060480747381382,87.0,ChEMBL_IC50,IC50,,303.37,2.92,2,5
COc1cc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)nc(NC(C)C)n1,7.058140873474627,87.47,ChEMBL_IC50,IC50,,381.47,3.55,3,8
C[C@@H]1C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1O,7.055517327849832,88.0,ChEMBL_IC50,IC50,,456.47,4.01,3,5
Cc1nnc2n1CCN(c1cccc(-c3c[nH]c4ccc(-c5nnc(N)s5)cc34)n1)C2,7.05217431555755,88.68,ChEMBL_IC50,IC50,,429.51,3.25,2,9
NC(=O)c1cc(Cl)c2c(Cl)c(I)n(C3CCCC(O)C3)c2n1,7.050609993355087,89.0,ChEMBL_IC50,IC50,,454.1,3.52,2,4
NCCNc1ccn2ncc(-c3cccc(-c4ccco4)c3)c2n1,7.050609993355087,89.0,ChEMBL_IC50,IC50,,319.37,3.03,2,6
C[C@@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@H](N)[C@H]1O,7.050609993355087,89.0,ChEMBL_IC50,IC50,,457.46,2.96,3,6
CN1CCN(c2cncc(-c3c[nH]c4ccc(-c5nnc(N)s5)cc34)n2)CC1=O,7.049635145623877,89.2,ChEMBL_IC50,IC50,,406.48,2.0,2,8
C[C@@H]1C[C@H](O)C[C@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,7.045757490560675,90.0,ChEMBL_IC50,IC50,,429.49,5.0,2,5
CN(C)CCNC(=O)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2C(CCO)CNC3=O)cc1,7.045757490560675,90.0,ChEMBL_IC50,IC50,,530.55,3.68,3,6
N[C@@H]1CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)CC[C@@H]1O,7.045757490560675,90.0,ChEMBL_IC50,IC50,,448.48,3.61,3,7
O=C1NC(=O)/C(=C/c2ccc(Br)cc2)S1,7.045757490560675,90.0,ChEMBL_IC50,IC50,,284.13,2.77,1,3
O=C1NCC(CCO)n2c1cc(-c1cccc(OC(F)(F)F)c1)c2-c1ccc(CO)cc1,7.045757490560675,90.0,ChEMBL_IC50,IC50,,446.43,3.88,3,5
CC(C)(C)c1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)n1,7.04,91.20108393559097,ChEMBL,Ki,CHEMBL3909176,414.52,2.98,1,8
Nc1nnc(-c2ccc3[nH]cc(-c4csc(-n5ccccc5=O)n4)c3c2)s1,7.039909932095081,91.22,ChEMBL_IC50,IC50,,392.47,3.54,2,8
COC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCCNCC1,7.0385789059335515,91.5,ChEMBL_IC50,IC50,,403.49,3.48,1,7
CNc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,7.036684488613889,91.9,ChEMBL_IC50,IC50,,392.49,3.63,2,7
O=C1NCCc2[nH]c(-c3cccc4ccc(-c5c(F)cccc5F)nc34)cc21,7.036684488613889,91.9,ChEMBL_IC50,IC50,,375.38,4.46,2,2
COc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,7.036212172654444,92.0,ChEMBL_IC50,IC50,,368.4,4.32,2,6
Cn1cc(-c2ccc3ccc(F)c(-c4cc5c([nH]4)CCNC5=O)c3n2)cn1,7.036212172654444,92.0,ChEMBL_IC50,IC50,,361.38,3.06,2,4
CN(C)C(=O)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2C(CCO)CNC3=O)cc1,7.031517051446065,93.0,ChEMBL_IC50,IC50,,487.48,4.09,2,5
Nc1cncc(-c2ccncc2NC(=O)c2nc(-c3ccccc3F)ccc2N)n1,7.03,93.32543007969905,ChEMBL,Ki,CHEMBL3792474,401.41,3.16,3,7
O=C(O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,7.026872146400302,94.0,ChEMBL_IC50,IC50,,349.78,4.88,2,4
CN(C)CCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,7.026872146400302,94.0,ChEMBL_IC50,IC50,,326.4,2.61,2,5
N[C@@H]1C[C@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC[C@H]1O,7.022276394711152,95.0,ChEMBL_IC50,IC50,,430.48,3.69,3,6
CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4ccnc(F)c4)cn32)C2CCCCC2)CC1,7.022276394711152,95.0,ChEMBL_IC50,IC50,,496.63,2.68,2,6
c1cc(OCC2(CC3CC3)CCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,7.022276394711152,95.0,ChEMBL_IC50,IC50,,413.53,4.49,1,6
O=C1NCCc2[nH]c(-c3cccc4ccc(OC5CCNCC5)nc34)cc21,7.0195421077238995,95.6,ChEMBL_IC50,IC50,,362.43,2.65,3,4
FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,7.017728766960431,96.0,ChEMBL_IC50,IC50,,377.42,3.41,1,6
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2csc(C3CCCCC3)n2)C1,7.013228265733755,97.0,ChEMBL_IC50,IC50,,398.58,5.07,2,5
NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(-c3ccnc(F)c3)cn21)c1ccccc1,7.013228265733755,97.0,ChEMBL_IC50,IC50,,407.45,2.18,3,5
NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3cccc(C(F)(F)F)c3)n21,7.013228265733755,97.0,ChEMBL_IC50,IC50,,483.41,5.37,2,4
N[C@@H]1C[C@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC[C@@H]1O,7.008773924307505,98.0,ChEMBL_IC50,IC50,,430.48,3.69,3,6
O=C1NCCc2[nH]c(-c3cccc4ccc(OCc5ccccc5)nc34)cc21,7.007004901568658,98.4,ChEMBL_IC50,IC50,,369.42,4.09,2,3
