smiles,pIC50,IC50_nM,source,activity_type,chembl_id,MW,LogP,HBD,HBA
CSc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1,7.346787486224656,45.0,ChEMBL_IC50,IC50,,461.51,5.08,2,5
NCCCOc1ccncc1NC(=O)c1csc(-c2c(F)cccc2F)n1,7.345823458122039,45.1,ChEMBL_IC50,IC50,,390.42,3.46,2,6
CC(=O)N1CCc2[nH]c(-c3cccc4nc(C)c(NC(C)(C)C)nc34)cc2C1=O,7.342944147142896,45.4,ChEMBL_IC50,IC50,,391.48,3.69,2,5
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@@H]1OP(C)(C)=O,7.341893164493607,45.51,ChEMBL_IC50,IC50,,532.5,5.58,2,6
Cc1cncc(-c2cc3c(cn2)cnn3-c2cn(C)c(=O)c(N3CCC[C@H](N)C3)n2)n1,7.34,45.708818961487516,ChEMBL,Ki,CHEMBL3969289,417.48,1.21,1,10
Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1OCC1CCNCC1,7.34,45.708818961487516,ChEMBL,Ki,CHEMBL3652628,448.5,3.03,3,8
CN(C)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1,7.337242168318426,46.0,ChEMBL_IC50,IC50,,458.48,4.42,2,5
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1O,7.337242168318426,46.0,ChEMBL_IC50,IC50,,444.51,3.94,3,6
CO[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,7.337242168318426,46.0,ChEMBL_IC50,IC50,,445.5,3.29,2,7
CSc1ncc2ccc3c(C(N)=O)c[nH]c3c2n1,7.337242168318426,46.0,ChEMBL_IC50,IC50,,258.31,1.93,2,4
Nc1ccc(-c2ccc3cccc(-c4cc5c([nH]4)CCNC5=O)c3n2)c(F)c1,7.336299074610352,46.1,ChEMBL_IC50,IC50,,372.4,3.9,3,3
Nc1nnc(-c2ccc3[nH]cc(-c4cncc(Oc5ccccc5)n4)c3c2)o1,7.331987028358168,46.56,ChEMBL_IC50,IC50,,370.37,4.05,2,7
CC(C)Nc1nnc(-c2ccc3[nH]cc(-c4nccc(N5CCN(C)C(=O)C5)n4)c3c2)o1,7.330218384791463,46.75,ChEMBL_IC50,IC50,,432.49,2.77,2,8
O=C(Nc1cnccc1OCC1CNC1)c1csc(-c2c(F)cccc2F)n1,7.328827157284917,46.9,ChEMBL_IC50,IC50,,402.43,3.33,2,6
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1F,7.327902142064283,47.0,ChEMBL_IC50,IC50,,446.5,4.91,2,5
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@@H]1S(C)(=O)=O,7.325690111058523,47.24,ChEMBL_IC50,IC50,,518.56,4.07,2,6
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1OCC(=O)O,7.32550628270365,47.26,ChEMBL_IC50,IC50,,514.5,4.12,3,6
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1-c1ccccc1F,7.324221658325915,47.4,ChEMBL_IC50,IC50,,372.4,4.03,2,3
Cc1cccc(Oc2ccc3cccc(-c4cc5c([nH]4)CCNC5=O)c3n2)c1,7.320572103387881,47.8,ChEMBL_IC50,IC50,,369.42,4.62,2,3
Cn1cc(-c2cc3c(-c4ccccn4)n[nH]c3cn2)cn1,7.32,47.863009232263806,ChEMBL,Ki,CHEMBL3634766,276.3,2.42,1,5
N[C@@H]1C[C@H](c2ccncc2NC(=O)c2cccc(-c3ccccc3F)n2)CC[C@@H]1O,7.318758762624412,48.0,ChEMBL_IC50,IC50,,406.46,3.49,3,5
NCCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccc(O)cc3)n21,7.318758762624412,48.0,ChEMBL_IC50,IC50,,445.44,4.45,3,5
N[C@H]1CCN(Cc2nc3c(oc4ccc(Br)cc43)c(=O)[nH]2)C1,7.309803919971486,49.0,ChEMBL_IC50,IC50,,363.22,1.96,2,5
CC(C)(CN)COc1cccc2ccc(-c3nnc4ccccn34)nc12,7.309803919971486,49.0,ChEMBL_IC50,IC50,,347.42,3.31,1,6
COc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2sccc12,7.309803919971486,49.0,ChEMBL_IC50,IC50,,373.44,4.99,2,6
N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CC[C@H]1F,7.309803919971486,49.0,ChEMBL_IC50,IC50,,439.45,3.69,2,7
CC1CCN(c2cncc(-c3c[nH]c4ccc(-c5nnc(N)s5)cc34)n2)CC1,7.306360973838451,49.39,ChEMBL_IC50,IC50,,391.5,3.96,2,7
CC(C)C(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,7.3060972589339395,49.42,ChEMBL_IC50,IC50,,525.58,4.79,3,5
Nc1nnc(-c2ccc3[nH]cc(-c4cccc(-n5cccn5)n4)c3c2)s1,7.305745887974721,49.46,ChEMBL_IC50,IC50,,359.42,3.52,2,7
CC1NC(=O)c2cc(-c3cccc4c(=O)n(C5(C)CC5)c(NC5(C)CC5)nc34)[nH]c21,7.301029995663981,50.0,ChEMBL_IC50,IC50,,403.49,3.67,3,5
CN1CCCN(c2cccc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,7.301029995663981,50.0,ChEMBL_IC50,IC50,,337.42,2.99,1,4
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCC(=O)NC1,7.301029995663981,50.0,ChEMBL_IC50,IC50,,390.45,1.91,4,5
CC(C)Oc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1,7.301029995663981,50.0,ChEMBL_IC50,IC50,,361.47,2.73,2,6
c1ccc(-c2n[nH]c3cnc(-c4cccnc4)cc23)cc1,7.3,50.11872336272725,ChEMBL,Ki,CHEMBL3634790,272.31,3.69,1,3
Nc1nccc(-c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)n1,7.3,50.11872336272725,ChEMBL,Ki,CHEMBL3793267,419.4,3.3,3,7
Cc1cccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2C(CCN)CNC3=O)c1,7.292429823902063,51.0,ChEMBL_IC50,IC50,,429.44,4.66,2,4
CC(C)COc1cccc2ccc(-c3nnc4cc(CN)ccn34)nc12,7.292429823902063,51.0,ChEMBL_IC50,IC50,,347.42,3.44,1,6
c1ccc(CNc2nc3c(-c4nnc[nH]4)cccc3c3sccc23)cc1,7.2839966563652,52.0,ChEMBL_IC50,IC50,,357.44,4.85,2,5
FC(F)(F)c1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3sccc23)c1,7.2839966563652,52.0,ChEMBL_IC50,IC50,,411.41,6.0,2,5
Cc1cncc(-c2cc3c(cn2)cnn3-c2ccc(C)c(N3CCC[C@H](N)C3=O)n2)n1,7.28,52.48074602497723,ChEMBL,Ki,CHEMBL3952989,414.47,2.34,1,8
CN1CCN(c2cccc(-c3c[nH]c4ccc(-c5nnc(N)s5)cc34)n2)CC1=O,7.278354233710254,52.68,ChEMBL_IC50,IC50,,405.49,2.61,2,7
Cc1ccc(C(N)=O)cc1-c1ccc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,7.276544327964814,52.9,ChEMBL_IC50,IC50,,396.45,3.59,3,3
CCC1CNC(=O)c2cc(-c3cccc4ccc(Oc5ccccc5)nc34)[nH]c21,7.27083521030723,53.6,ChEMBL_IC50,IC50,,383.45,5.26,2,3
CC(Oc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1)C(F)(F)F,7.26970233790285,53.74,ChEMBL_IC50,IC50,,406.39,4.06,2,7
N[C@H]1CC[C@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1,7.267606240177032,54.0,ChEMBL_IC50,IC50,,352.39,3.27,3,6
CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@@H]3CCC[C@H](N)C3)n2)c1F,7.267606240177032,54.0,ChEMBL_IC50,IC50,,436.51,5.22,2,4
NC1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CCC1Cl,7.267606240177032,54.0,ChEMBL_IC50,IC50,,449.91,3.88,2,6
NC(=O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,7.267606240177032,54.0,ChEMBL_IC50,IC50,,348.79,4.28,2,4
C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ccccc4F)nn23)C1,7.266000713461613,54.2,ChEMBL_IC50,IC50,,417.49,3.85,2,7
COC(=O)C(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C,7.265200170411153,54.3,ChEMBL_IC50,IC50,,393.45,2.58,3,6
O=c1[nH]nc(-c2ccc3[nH]cc(-c4cncc(C5CC5)n4)c3c2)o1,7.263284866394389,54.54,ChEMBL_IC50,IC50,,319.32,2.85,2,5
CCOc1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,7.262807357295262,54.6,ChEMBL_IC50,IC50,,308.34,2.31,2,4
Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cn[nH]c1N1CCC[C@H](N)C1,7.26,54.954087385762485,ChEMBL,Ki,CHEMBL3652621,419.46,2.57,4,7
Nc1sc2cc(C3CCOCC3)cnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,452.58,3.35,3,8
Nc1sc2cc(N3CCOCC3)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,521.57,3.08,3,9
Nc1oc2cc(Cl)cnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,386.84,2.64,3,7
CC(C)C(=O)Nc1cnc2c(C(=O)Nc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)c(N)sc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,483.6,2.26,5,9
Cn1ncc(NC(=O)c2c(N)oc3cc(C(F)(F)F)cnc23)c1N1CCCC(N)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,437.43,2.73,3,8
CCc1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)sc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,396.52,3.02,3,7
Nc1oc2cc(Br)cnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,431.29,2.75,3,7
Cc1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,366.43,2.29,3,7
CCCc1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,394.48,2.94,3,7
N[C@H]1C[C@@H](F)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,433.46,3.61,2,6
Cn1ncc(NC(=O)c2c(N)sc3cc(-c4nccs4)cnc23)c1N1CCCC(N)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,468.61,3.31,3,10
Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CNC4)n3)c2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,378.39,3.35,3,5
Cn1ncc(NC(=O)c2c(N)sc3cc(-c4c(F)cccc4F)cnc23)c1N1CCCC(N)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,497.58,4.13,3,8
Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1N1CCC(F)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,433.46,4.26,2,6
CCCc1cnc2c(C(=O)Nc3cnn(C)c3N3CCCC(N)CC3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,411.51,2.67,3,8
CCc1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,380.45,2.55,3,7
Nc1sc2cc(-c3c(F)cccc3F)cnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,480.54,4.4,3,7
CC(C)c1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,394.48,3.11,3,7
Nc1oc2cc(C(F)(F)F)cnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,420.4,3.0,3,7
NCCC1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3ccccc3)n21,7.259637310505756,55.0,ChEMBL_IC50,IC50,,415.42,4.35,2,4
COc1cnc2c(C(=O)Nc3cnn(C)c3C3CCCC(N)CC3)c(N)sc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,414.54,3.25,3,8
Cn1ncc(NC(=O)c2c(N)sc3cc(-c4ccccc4)cnc23)c1N1CCCC(N)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,461.6,3.85,3,8
CCc1cnc2c(C(=O)Nc3cnn(C)c3N3CCCC(N)CC3)c(N)sc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,413.55,2.74,3,8
OCCNc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,7.259637310505756,55.0,ChEMBL_IC50,IC50,,306.33,1.97,3,6
CN1CCC(c2cnc3c(C(=O)Nc4cnn(C)c4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,520.56,2.92,3,9
CN(C)CCCc1cnc2c(C(=O)Nc3cnccc3N3C[C@@H](N)C[C@@H](C(F)(F)F)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,505.55,3.27,3,8
C[C@H]1CN(c2ccncc2NC(=O)c2c(N)sc3cc(NC(=O)C4CC4)cnc23)C[C@@H](N)[C@@H]1O,7.259637310505756,55.0,ChEMBL_IC50,IC50,,481.58,2.02,5,9
CC(C)c1cnc2c(C(=O)Nc3cnccc3N3C[C@@H](N)[C@@H](n4ccnn4)[C@@H](C)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,475.56,2.8,3,10
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cc(F)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,384.42,2.37,3,7
COC1CCN(Cc2cnc3c(C(=O)Nc4cnccc4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,547.58,3.38,3,9
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cc(Cl)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,400.87,2.88,3,7
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cc(C(F)(F)F)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,434.42,3.25,3,7
Nc1oc2cc(CN3CC[C@H](F)C3)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,521.52,3.32,3,8
C[C@H]1CN(c2ccncc2NC(=O)c2c(N)oc3cccnc23)C[C@@H](N)[C@@H]1O,7.259637310505756,55.0,ChEMBL_IC50,IC50,,382.42,1.2,4,8
CC(C)c1cnc2c(C(=O)Nc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,424.51,2.32,4,8
Nc1oc2cc(CN3CC[C@@H](F)C3)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,521.52,3.32,3,8
CCOC1CCN(Cc2cnc3c(C(=O)Nc4cnccc4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,547.58,3.38,3,9
COC1CCN(Cc2cnc3c(C(=O)Nc4cnccc4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,533.56,2.99,3,9
Cc1cncc(NC(=O)c2c(N)oc3cc(Cl)cnc23)c1N1C[C@@H](N)[C@H](O)[C@@H](C)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,430.9,2.16,4,8
Nc1oc2cccnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,420.4,2.77,3,7
Cc1cncc(NC(=O)c2c(N)oc3cc(C(F)(F)F)cnc23)c1N1C[C@@H](N)[C@H](O)[C@@H](C)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,464.45,2.53,4,8
Nc1oc2cc(CN3CC(O)C3)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,505.5,1.95,4,9
CCCc1cnc2c(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@](C)(O)[C@@H](C)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,437.54,3.6,4,7
Nc1oc2cccnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)[C@@H](O)[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,436.39,1.74,4,8
Cn1ncc(NC(=O)c2c(N)oc3cc(C4CCOCC4)cnc23)c1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,507.52,3.01,3,9
Nc1oc2cc(CN3CC(F)(F)C3)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,525.48,3.22,3,8
Nc1oc2cc(CN3CC(F)C3)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,507.49,2.93,3,8
Nc1oc2cc(C3CCOCC3)cnc2c1C(=O)Nc1cnsc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,510.54,3.73,3,9
C[C@@H]1C[C@H](N)CN(c2sncc2NC(=O)c2c(N)oc3cc(C4CCOCC4)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,456.57,3.19,3,9
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cc(C4CCOCC4)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,450.54,3.12,3,8
FC1(COc2cccc3ccc(-c4nnc5ccc(C6CC6)cn45)nc23)CCNCC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,417.49,4.29,1,6
CN1CCN(Cc2cnc3c(C(=O)Nc4cnccc4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,532.57,2.52,3,9
Cn1cc(-c2cnc3c(C(=O)Nc4cnccc4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)cn1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,500.49,3.17,3,9
CNC(=O)c1ccc(-c2cnc3c(C(=O)Nc4cnccc4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)cn1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,554.53,3.19,4,9
Nc1oc2cc(C(F)(F)F)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,488.39,3.79,3,7
CC(=O)Nc1cnc2c(C(=O)Nc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)c(N)sc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,455.54,1.63,5,9
Nc1oc2cccnc2c1C(=O)Nc1cnccc1[C@H]1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,419.41,3.83,3,6
CN1CCC(c2cnc3c(C(=O)Nc4cnccc4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)CC1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,517.56,3.58,3,8
Nc1oc2cc(C(F)(F)F)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)[C@H](O)[C@@H](C2CC2)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,476.46,2.61,4,8
C[C@H]1CN(c2ccncc2NC(=O)c2c(N)oc3cc(C4CC4)cnc23)C[C@@H](N)[C@@H]1O,7.259637310505756,55.0,ChEMBL_IC50,IC50,,422.49,2.08,4,8
Nc1oc2cc(Cl)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,454.84,3.43,3,7
Nc1oc2cc(F)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,438.39,2.91,3,7
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cccnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,366.43,2.23,3,7
CNC(=O)c1ccc(-c2cnc3c(C(=O)Nc4cnccc4N4C[C@H](C)C[C@H](N)C4)c(N)oc3c2)cn1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,500.56,2.65,4,9
CC(C)Oc1cnc2c(C(=O)Nc3cnccc3N3C[C@H](C)C[C@H](N)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,424.51,3.02,3,8
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cc(OC(F)F)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,432.43,2.83,3,8
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cc(-c4c(F)cccc4F)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,478.5,4.18,3,7
Cc1cnc2c(C(=O)Nc3cnccc3N3C[C@H](C)C[C@H](N)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,380.45,2.54,3,7
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cc(-c4cncnc4)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,444.5,2.69,3,9
C[C@H]1CN(c2ccncc2NC(=O)c2c(N)oc3cc(Cl)cnc23)C[C@@H](N)[C@@H]1O,7.259637310505756,55.0,ChEMBL_IC50,IC50,,416.87,1.85,4,8
Nc1oc2cc(-c3cncnc3)cnc2c1C(=O)Nc1cnccc1N1C[C@@H](N)C[C@@H](C(F)(F)F)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,498.47,3.23,3,9
C[C@H]1CN(c2ccncc2NC(=O)c2c(N)oc3cc(C(F)(F)F)cnc23)C[C@@H](N)[C@@H]1O,7.259637310505756,55.0,ChEMBL_IC50,IC50,,450.42,2.22,4,8
CCCc1cnc2c(C(=O)Nc3cnccc3N3C[C@H](C)C[C@H](N)C3)c(N)oc2c1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,408.51,3.18,3,7
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2c(N)oc3cc(-c4cnn(C)c4)cnc23)C1,7.259637310505756,55.0,ChEMBL_IC50,IC50,,446.52,2.63,3,9
CC(C)Oc1ccnc2c(C(=O)Nc3cnn(C)c3N3CCCC(N)CC3)c(N)sc12,7.259637310505756,55.0,ChEMBL_IC50,IC50,,443.58,2.97,3,9
O=C(Nc1cnccc1OCC1CCOCC1)c1csc(-c2c(F)cccc2F)n1,7.251811972993799,56.0,ChEMBL_IC50,IC50,,431.46,4.54,1,6
C[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,7.251811972993799,56.0,ChEMBL_IC50,IC50,,378.41,3.13,3,6
CCn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CC[C@@H](O)C3)n2)cn1,7.25,56.23413251903491,ChEMBL,Ki,CHEMBL4106807,375.44,2.27,1,8
CN(C)C1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4ccnc(F)c4)cn32)C2CCCCC2)CC1,7.2441251443275085,57.0,ChEMBL_IC50,IC50,,524.69,3.45,2,6
COC/C=C/c1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1C1CCCNC1,7.2441251443275085,57.0,ChEMBL_IC50,IC50,,383.28,3.03,2,5
CC(C)Oc1ccc(F)c(-c2c[nH]c3ccc(-c4nnc(N)o4)nc23)c1,7.243896628414895,57.03,ChEMBL_IC50,IC50,,353.36,3.79,2,6
O=C1NCCc2[nH]c(-c3cccc4ccc(N[C@H]5CC[C@H](O)CC5)nc34)cc21,7.242603971206976,57.2,ChEMBL_IC50,IC50,,376.46,3.23,4,4
Nc1nnc(-c2ccc3[nH]cc(-c4cncc(-c5ccccc5Cl)n4)c3c2)o1,7.24214865631442,57.26,ChEMBL_IC50,IC50,,388.82,4.58,2,6
COC1(C)CNCCN(c2cccc(-n3ncc4cnc(-c5cnn(CC(F)(F)F)c5)cc43)n2)C1,7.24,57.543993733715666,ChEMBL,Ki,CHEMBL3914110,486.5,3.06,1,9
NC(=O)c1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2C(CCO)CNC3=O)cc1,7.236572006437063,58.0,ChEMBL_IC50,IC50,,459.42,3.49,3,5
NC1CC(CO)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,7.236572006437063,58.0,ChEMBL_IC50,IC50,,445.5,2.88,3,7
Cn1cncc1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,7.236572006437063,58.0,ChEMBL_IC50,IC50,,401.47,2.94,2,7
CC1(C)CN(c2cnc3cccc(-c4cc5c([nH]4)CCNC5=O)c3n2)CCN1,7.236572006437063,58.0,ChEMBL_IC50,IC50,,376.46,2.1,3,5
NCCCCOc1ccncc1NC(=O)c1csc(-c2c(F)cccc2F)n1,7.235823867609669,58.1,ChEMBL_IC50,IC50,,404.44,3.85,2,6
